代码,名称,市盈率,市净率,股息率,历史ROE,近三年ROE,近五年ROE,市值
sh600353,旭光股份,47.92,2.78,0.3,5.5,4.72,4.08,28.93
sh600354,敦煌种业,-13.66,4.36,0,-1.97,-17.19,-16.33,28.92
sz002231,奥维通信,-20.88,5.27,0.12,8.36,-3.28,-6.32,28.9
sz002133,广宇集团,23.55,0.9,2.14,15.98,5.35,7.65,28.88
sz300135,宝利国际,67.83,2.34,0.32,12,3.3,2.96,28.85
sh603516,淳中科技,35.74,3.71,1.82,41.37,37.26,30.03,28.76
sh603067,振华股份,22.98,2.27,1.48,20.05,11.67,10.65,28.74
sz002227,奥特迅,157.42,3.54,0.15,11.49,3.43,1.43,28.72
sh600838,上海九百,28.62,2.19,1.02,4.3,9.41,10.26,28.7
sh603800,道森股份,26.62,2.81,0.72,12.5,7.19,2.01,28.7
sz300155,安居宝,77.38,2.44,0.19,18.5,3.12,1.69,28.64
sz300547,川环科技,20.76,3.5,7.76,23.86,21.18,19.21,28.63
sz002613,北玻股份,-48.69,1.95,0,6.63,0.59,0.05,28.58
sz300117,嘉寓股份,45.3,2.05,0.25,12.48,4.81,4.64,28.53
sh603101,汇嘉时代,83.09,2.12,0.84,19.71,12.14,7.71,28.51
sz000610,西安旅游,29.14,3.29,0,3.31,1.51,3.57,28.5
sh600858,银座股份,56.46,0.91,0.55,3.52,2.74,1.3,28.5
sh600774,汉商集团,144.39,4.7,0.24,2.71,2.71,2.73,28.5
sz300670,大烨智能,78.01,4.79,1.37,19.17,23.71,14.75,28.48
sz300449,汉邦高科,490.44,1.97,0,14.54,7.82,3.66,28.47
sz300753,爱朋医疗,44.03,5.1,0,23.55,14.13,23.55,28.47
sh600692,亚通股份,70.52,3.63,0,5.03,7.57,7.76,28.46
sz300150,世纪瑞尔,41.93,1.42,2.06,12.62,5.98,4.45,28.44
sh600576,祥源文化,180.84,1.5,0,1.04,2.33,3.93,28.43
sz000715,中兴商业,30.42,2.08,0.79,7.85,7.02,7.05,28.43
sz300380,安硕信息,96.46,6.56,0.1,19.94,4.09,1.8,28.42
sh600052,浙江广厦,56.14,1.17,0,5.61,1.2,11.62,28.42
sz300541,先进数通,51.12,3.61,0.63,17.97,13.06,8.59,28.41
sh603378,亚士创能,43.72,2.18,1.23,24.2,20.43,13.88,28.4
sz002388,新亚制程,94.86,2.46,0.36,5.56,2.88,3.88,28.36
sz300649,杭州园林,51.22,7.57,0.36,17.78,15.07,14.81,28.35
sh603938,三孚股份,28.97,2.6,1.06,16.77,17.46,15.12,28.31
sz002711,*ST欧浦,-0.65,-1.11,0,112.63,200.53,327.08,28.3
sz300632,光莆股份,21.33,4.35,0.43,17.25,14.75,16.31,28.25
sz300289,利德曼,100.7,2.15,0.45,21.12,8.69,4.84,28.25
sh600408,ST安泰,3.52,1.86,0,4.01,-7.98,-1.85,28.19
sh603909,合诚股份,39.41,3.96,0.45,20.22,14.93,11.25,28.18
sz002702,海欣食品,79.01,3.45,0,14.1,-0.04,0.87,28.17
sz002827,高争民爆,58.1,3.53,2.61,24.66,20.13,17.58,28.15
sh603129,春风动力,22.3,2.88,1.43,27.77,22.22,18.41,28.14
sh600405,动力源,-10.56,2.76,0,5.44,-0.93,-5.79,28.11
sh600078,澄星股份,113.16,1.66,0.71,5.32,1.93,2.47,28.09
sh603315,福鞍股份,307.56,2.83,0.12,10.49,6.76,2.51,28.07
sz002917,金奥博,43.97,4.25,0.81,25,26.91,21.89,28.06
sz300569,天能重工,25.08,1.55,0.8,14.04,16.39,11.15,28.05
sz300667,必创科技,57.46,6.91,0.36,20.91,18.34,16.99,28.05
sz000635,英力特,1301.32,1.06,12.97,2.03,2.15,2.6,28.04
sz300426,唐德影视,-2.81,12.95,0.74,4.83,-10.4,-30.7,28.02
sz002521,齐峰新材,73.45,0.83,3.53,14.57,6.24,3.56,28
sz300711,广哈通信,153.43,5.04,0.41,18.26,18.39,14.48,28
sz000411,英特集团,27.64,2.91,0,8.92,11.05,11.04,27.98
sh603966,法兰泰克,41.46,3.12,0.6,13.49,10.88,9.16,27.98
sh600892,大晟文化,-2.44,3.36,0,-16.44,-10.06,-18.07,27.97
sz300560,中富通,49.07,5.17,0.45,14.39,12.35,10.72,27.96
sz002865,钧达股份,-552.26,3.14,0.78,15.82,9.43,8.14,27.93
sz000637,茂化实华,51.08,3.13,2.79,9.38,8.41,7.43,27.92
sz300671,富满电子,70.55,5,0,14.11,13.48,13.66,27.92
sz002107,沃华医药,66.55,4.6,0,11.33,9.24,9.73,27.92
sh600969,郴电国际,70.76,0.81,0.61,3.84,3.82,1.75,27.9
sh600152,维科技术,72.25,2.02,0,3.06,-5.26,-0.68,27.87
sz000551,创元科技,32.16,1.67,1.44,6.64,3.44,4.34,27.85
sz002184,海得控制,-18.53,3.06,0.87,9.13,0.84,-4.35,27.83
sh600213,亚星客车,251.34,14.6,0,-3.98,2.5,33.07,27.76
sh603227,雪峰科技,55.1,2.38,0.24,9.38,4.31,1.41,27.73
sz002069,獐子岛,-1363.72,8.23,0,5.57,-35.22,-28.13,27.73
sz000421,南京公用,29.91,1.08,1.03,8.09,8.84,6.69,27.72
sz300701,森霸传感,36.81,5.59,1.08,27.28,24.66,23.77,27.66
sh600101,明星电力,26.49,1.22,0.59,7.2,3.88,3.05,27.65
sz300437,清水源,12.04,1.89,0.87,14.76,12.56,11.7,27.64
sz300405,科隆股份,-29.19,3.26,0.14,24.02,-0.32,-2.13,27.63
sz300239,东宝生物,79.58,2.82,0.57,8.91,2.66,3.47,27.61
sz002879,长缆科技,21.29,1.8,1.05,15.34,15.21,12.74,27.56
sz002682,龙洲股份,17.39,0.97,1.84,13.3,4.52,5.6,27.56
sz002560,通达股份,163.07,1.68,0.32,11.93,2.67,1.92,27.52
sh600853,龙建股份,18.79,1.79,0.47,2.23,6.69,9.95,27.51
sz300715,凯伦股份,38.25,6.1,0.96,14.59,26.84,22.88,27.49
sh600249,两面针,37.45,1.49,0,4.36,-2.28,-1.66,27.45
sz002767,先锋电子,121.71,3.82,0.31,15.48,10.7,5.83,27.45
sh603856,东宏股份,17.39,1.72,1.73,17.52,12.81,11.77,27.44
sz300708,聚灿光电,288.13,3.8,0.57,9.57,12.48,12.32,27.42
sz002820,桂发祥,33.13,2.53,2.24,22.2,17.35,12.18,27.4
sh603928,兴业股份,18.75,2.15,1.55,18.22,17.01,14.41,27.38
sz300052,中青宝,80.54,3.59,0.19,13.63,1.95,1.89,27.37
sh600311,荣华实业,-22.91,3.85,0,0.28,-4.71,-7.09,27.36
sz002114,罗平锌电,-10.44,1.77,0,1.6,3.7,4.3,27.36
sz002694,顾地科技,-22.78,2.87,0.09,9.55,1.87,1.34,27.35
sh603329,上海雅仕,74.39,3.7,1.45,16.5,18.06,14.79,27.35
sz002018,*ST华信,-2.34,-2.38,0,22.69,51.73,83.04,27.33
sh600815,*ST厦工,-3.65,-15.93,0,-22.91,-112.31,-177.94,27.33
sh600532,宏达矿业,119.95,1.49,0,6.91,-1.69,0.86,27.3
sz300154,瑞凌股份,24.89,1.69,3.34,21.91,6.02,5.68,27.3
sz300530,达志科技,50.54,5.29,1.6,20.51,14.39,12.19,27.3
sz000565,渝三峡A,59.72,2.5,0.32,6.69,13.04,12.48,27.27
sh603703,盛洋科技,-32.63,6.23,0.27,12.76,4.05,-3.47,27.22
sz002278,神开股份,65.95,2.45,0,11.22,-0.01,-2.01,27.22
sz002319,乐通股份,-82.6,6.33,0.12,9.49,-1.12,-2.33,27.22
sh603239,浙江仙通,24.4,2.7,4.98,25.13,25.14,24.16,27.21
sz002722,金轮股份,22.74,1.47,0.65,12.46,7.45,6.73,27.2
sh600370,三房巷,48,2.06,0.59,6.9,2.86,3.83,27.19
sz000819,岳阳兴长,55.18,3.66,0,9.03,4.89,3.45,27.19
sz002811,亚泰国际,22.91,1.92,1.32,19.63,14.48,9.17,27.18
sz300722,新余国科,36.46,6.56,0.88,20.62,20.03,18.42,27.17
sz002871,伟隆股份,34.6,4.32,1.29,17.61,16.27,15.04,27.1
sz002731,萃华珠宝,69.98,2.23,0.28,13.49,6.85,4.4,27.09
sz000955,欣龙控股,-28.34,4.38,0,-4.04,-3.41,-1.69,27.08
sz300469,信息发展,57.91,5.58,0.45,20.92,13.34,8.84,27.05
sh600080,金花股份,62.78,1.52,0.41,3.59,3.08,3.28,27.02
sz002932,明德生物,42.28,4.47,0.99,44.54,40.81,29.39,27.01
sz000018,*ST神城,-1.32,25.59,2.52,-3.44,-4.33,-26.9,27
sz002417,深南股份,-74.03,9.03,0,-0.15,-17.81,-13.22,27
sh603507,振江股份,47.31,1.92,1.33,15.37,16.78,17.64,26.97
sz300242,佳云科技,-2.15,2.57,0.73,3.13,-9.01,-19.27,26.97
sh600982,宁波热电,17.11,1.05,1.11,10.36,5.31,4.49,26.96
sz000701,厦门信达,-397.31,0.62,0.47,5.73,2.57,-0.85,26.96
sz002732,燕塘乳业,61.77,2.97,3.5,18.04,12.82,10.36,26.95
sz002828,贝肯能源,52.58,2.84,0.84,19.56,11.43,8.61,26.94
sh600505,西昌电力,42.63,2.41,0.47,8.98,5.79,5.1,26.87
sz002819,东方中科,54.78,5.6,0.18,11.5,8.27,8.36,26.86
sh600731,湖南海利,35.75,2.44,0,1.4,3.29,4.44,26.85
sh603080,新疆火炬,26.72,2.47,1,32.54,30.06,19.17,26.84
sz300615,欣天科技,170.06,5.71,0.55,39.2,25.81,13.9,26.81
sz300565,科信技术,-271.87,3.66,1.16,25.06,13.84,8.6,26.79
sz300742,越博动力,0,0,0,10.47,19.13,11.78,26.77
sz002730,电光科技,41.03,2.79,0.42,11.84,6.69,5.76,26.75
sz300641,正丹股份,51.76,2.03,2.93,15.49,19.22,15.29,26.73
sz300385,雪浪环境,60.22,2.3,0.34,18.18,8.18,7.77,26.68
sh600139,西部资源,156.94,6.43,0,49.93,-20.78,-27.33,26.67
sz000419,通程控股,18.79,0.88,0,7.82,6.33,6.07,26.64
sh603045,福达合金,39.57,3.4,0,9.41,10.57,10.24,26.63
sz300697,电工合金,32.7,3.35,0.78,19.65,17.12,12.54,26.62
sh603009,北特科技,59.47,1.53,1.16,17.89,7.71,5.02,26.6
sz002296,辉煌科技,88.87,1.86,0,12.08,1.89,-0.89,26.59
sz300581,晨曦航空,38.26,4.22,0,35.44,21.11,15.43,26.55
sz300214,日科化学,28.18,1.61,2.41,14.56,5.06,4.15,26.53
sh600712,南宁百货,-59.46,2.61,0.06,0.12,-0.86,-2.43,26.52
sh600097,开创国际,18.89,1.66,1.41,6.49,4.58,7.96,26.48
sz002825,纳尔股份,39.5,4.18,0.53,20.08,16.44,12.01,26.44
sz002336,*ST人乐,-6.99,1.78,0,4.93,-16.16,-15.36,26.44
sz300537,广信材料,37.37,2.03,0.77,18.41,13.11,8.31,26.41
sh603657,春光科技,25.05,3.08,0,27.53,27.53,24.52,26.34
sz300690,双一科技,24.87,2.77,4.21,22.32,25.03,19.96,26.33
sz002718,友邦吊顶,26.1,2.2,1.33,35.33,16.04,12.28,26.33
sh603099,长白山,35.29,2.66,0.27,14.62,9.84,7.58,26.27
sz300120,经纬辉开,20.18,1.36,2.9,11.99,3.69,5.51,26.24
sz002846,英联股份,46.46,4.37,0.37,19.7,16.07,12.61,26.24
sh603016,新宏泰,42.91,3.12,1.71,16.74,11.55,7.77,26.22
sz002861,瀛通通讯,40.07,2.55,1.41,33.54,20.53,12.01,26.17
sz002593,日上集团,31.99,1.39,1.34,8.88,3.61,3.97,26.15
sz300018,中元股份,-5.85,2.6,1.86,30.78,-1.25,-7.1,26.15
sz000595,宝塔实业,-20.88,4.32,0,-7.98,-8.07,-7.08,26.14
sz000670,*ST盈方,-14.22,15.04,0,-6.9,-22.65,-39.96,26.13
sh600976,健民集团,32.92,2.24,1.17,7.36,8.69,7.46,26.12
sz002696,百洋股份,51.15,1.19,5.3,13.35,4.45,3.42,26.09
sh603326,我乐家居,24.52,3.15,1.39,29,22.8,18.13,26.08
sz002591,恒大高新,46.09,2.15,3.53,12.58,-0.46,2.11,26.08
sz300688,创业黑马,136.7,6.87,0.26,12.46,15.94,16.19,26.04
sh603758,秦安股份,-26.57,1.13,2.19,15.25,12.75,6.78,26.02
sz300514,友讯达,69.89,4.98,0.77,25.7,20.59,16.29,25.98
sz002076,雪莱特,-3,5.52,0,4.01,-15.33,-29.02,25.98
sz300431,暴风集团,-2.41,379.26,0.18,-2.94,-26.9,-61.38,25.97
sh603168,莎普爱思,-17.56,1.73,2.48,23.46,14.78,9.54,25.97
sz002808,恒久科技,75.94,4.56,0.37,21.96,11.01,7.64,25.96
sz002026,山东威达,16.36,1.03,0.97,10.27,6.31,5.72,25.96
sz300295,三六五网,27.99,2.15,0.75,23.69,12.56,9.49,25.9
sz300305,裕兴股份,32.03,1.75,0.64,27.13,5.44,5.11,25.9
sh603200,上海洗霸,30.02,3.37,2.32,15.84,14.45,12.66,25.88
sz002363,隆基机械,31.58,1.11,0.32,9.19,3.52,3.31,25.88
sz300503,昊志机电,64.58,2.45,0.6,16.75,9.43,9.08,25.87
sz300063,天龙集团,-2.86,2.57,0,2.95,-13.24,-23.87,25.86
sz300538,同益股份,82.88,5.98,0.39,26.15,15.18,7.71,25.84
sz300552,万集科技,377.69,3.48,0.29,13.08,8.49,6.83,25.83
sh603895,天永智能,73.47,4.02,1.05,50.48,30.75,20.56,25.82
sh603859,能科股份,47.6,3.59,0.29,11.82,8.47,7.38,25.81
sh603677,奇精机械,33.16,2.43,1.52,18.59,17.03,13.88,25.81
sh603002,宏昌电子,76.03,2.32,1.52,7.87,5.57,4.83,25.81
sz300314,戴维医疗,109.12,3.21,0.56,18.64,6.67,6.15,25.78
sh603768,常青股份,37.02,1.49,1.5,19.91,13.6,11.95,25.77
sh603320,迪贝电气,57.92,4.08,0.61,16.42,11.2,10.83,25.77
sz000952,广济药业,21.96,2.85,1.08,4.8,5.62,19.99,25.75
sz002864,盘龙药业,38.39,4.13,0.34,14.37,13.87,11.97,25.74
sh603208,江山欧派,16.73,2.32,1.95,22.66,22.32,19.4,25.71
sz002908,德生科技,35.2,3.78,1.04,27.24,23.59,13.05,25.69
sh603396,金辰股份,28.74,2.81,0.91,18.34,15.82,13.83,25.69
sz002432,九安医疗,1000.35,1.7,0,6.3,-5.98,-3.08,25.67
sz300421,力星股份,35.08,2.23,5.64,14.04,9.3,6.88,25.63
sz300165,天瑞仪器,81.31,1.58,1.26,19.54,3.81,4.18,25.63
sz300582,英飞特,34.98,2.64,0.16,21.88,15.89,8.72,25.6
sz300479,神思电子,226.59,4.21,0.2,18.87,10.35,3.81,25.53
sz002006,精功科技,-75.72,2.54,0.36,6.5,4.21,5.91,25.53
sz002931,锋龙股份,55.5,5.03,0,29.79,29.79,22.4,25.46
sz300200,高盟新材,24.55,1.63,2.1,14.63,6.09,5.63,25.44
sz000017,深中华A,-1160.22,182.34,0,-60.39,14.01,6.5,25.42
sz002885,京泉华,31.72,3.41,0.35,12,13.69,13.9,25.4
sz002012,凯恩股份,123.58,2.05,0,11.68,2.1,1.77,25.39
sh600749,西藏旅游,69.07,2.42,0,-1.24,-6.8,-9.89,25.37
sh600074,*ST保千,-1.55,-0.5,0,-17.32,29.03,10,25.35
sz002045,国光电器,-11.23,1.53,1.48,8.88,2.16,-0.07,25.34
sz300589,江龙船艇,74.12,7.46,0.24,25.79,23.02,17.55,25.33
sz300153,科泰电源,280.77,2.67,1.26,14,3.52,3.29,25.31
sz300494,盛天网络,66.82,2.55,0.93,42.39,18.64,9.2,25.3
sz002723,金莱特,-40.8,4.21,0,13.57,0.22,-4.2,25.3
sh603709,中源家居,28.17,4.14,0.32,54.14,58.27,45.87,25.24
sz300279,和晶科技,-3.47,2.73,0.53,13.03,-6.79,-14.75,25.23
sz002606,大连电瓷,-71.87,2.91,0.24,39.22,4.98,5.49,25.22
sh603011,合锻智能,59.5,1.49,0.9,8.54,4.3,3.34,25.2
sh603036,如通股份,60.9,2.5,0.44,13.31,9.09,6.12,25.2
sz300566,激智科技,64.7,3.99,0.77,27.95,18.25,12.22,25.19
sz300416,苏试试验,34.56,3.39,0.54,16.22,12.48,11.51,25.19
sz300281,金明精机,141.18,2.07,0.35,16.77,4.75,3.39,25.18
sz300306,远方信息,-5.11,1.75,2.29,16.72,0.03,-4.7,25.13
sh600861,北京城乡,70.73,1.06,1.07,4.28,3.65,2.98,25.12
sz000909,数源科技,70.68,2.37,0.44,2.5,3.64,3.1,25.08
sh603518,维格娜丝,11.35,0.97,1.14,26.24,12.53,10.61,25.07
sz300051,三五互联,-6.09,4.81,0,33.64,-10.98,-13.95,25.06
sh600107,美尔雅,236.65,4.46,0,-1.3,0.51,1.1,25.02
sz000868,*ST安凯,-3.16,6.13,0,-4.91,-26.18,-45.33,25.01
sz002868,绿康生化,37.35,3.33,1.2,23.57,22.85,20.46,24.98
sz002805,丰元股份,148.13,4.25,0.27,7.19,5.98,4.85,24.96
sz002627,宜昌交运,23.87,1.19,1.89,16.22,6.33,6.41,24.93
sz000911,*ST南糖,-1.74,-10.91,0,-4.99,-44.11,-67.04,24.92
sh603809,豪能股份,16.32,1.58,6,19.91,18.07,14.96,24.91
sz300419,浩丰科技,-3.87,2.93,0.52,18.17,-2.2,-15.24,24.9
sz002070,*ST众和,-2.31,-4.26,0,-434.58,-1419.77,-2360.33,24.9
sh603838,四通股份,75.73,3.41,0.54,13.96,9.51,7.24,24.88
sz300161,华中数控,331.3,2.19,0.14,9.59,0.45,1.99,24.88
sh603665,康隆达,29.71,2.46,0.6,18.33,16.76,14.79,24.87
sz002836,新宏泽,44.45,5.5,1.61,21.91,15.87,14.39,24.8
sh603656,泰禾光电,34.53,2.8,1.5,26.24,21.26,15.32,24.8
sz002875,安奈儿,26.3,2.79,1.06,26.59,22.99,15.29,24.78
sh600727,鲁北化工,22.9,1.91,0,0.28,4.2,5.86,24.78
sz300743,天地数码,89.19,6.32,0.53,35.21,31.95,25.84,24.76
sh603757,大元泵业,15.73,2.39,3.08,28.31,30.34,30.98,24.73
sh600178,东安动力,-1181.32,1.32,0.52,4.07,2.05,2.33,24.72
sz002855,捷荣技术,83.76,2.01,0.51,26.96,11.06,5.53,24.72
sh603028,赛福天,142.98,3.51,0.3,10.01,6.7,3.69,24.69
sh603159,上海亚虹,71.89,5.81,0.61,20.47,14.08,12.42,24.67
sz300563,神宇股份,57.44,4.97,0.32,16.37,11.88,10.63,24.66
sh603933,睿能科技,28.15,2.33,2.62,20.33,19.61,19.84,24.65
sz002306,*ST云网,302.48,139.01,0,-80.05,-223.68,-234.7,24.64
sh600654,*ST中安,-1.22,38.77,0,-1.85,-32.64,-62.83,24.63
sh600962,国投中鲁,539.21,2.94,0,5.2,-1.5,0.59,24.6
sz002286,保龄宝,63.16,1.59,1.35,8.73,2.76,3.14,24.59
sh603976,正川股份,28.83,2.43,2.83,13.34,13.07,11.77,24.59
sh603506,南都物业,25.12,3.69,1.26,26.43,27.85,28.12,24.56
sz300160,秀强股份,-10.52,2.71,5.31,11.9,1.48,-0.49,24.55
sh603136,天目湖,24.39,3.14,1.89,20.01,21.24,18.9,24.53
sz002691,冀凯股份,159.33,2.79,0.14,12.67,2.26,1.26,24.51
sz002787,华源控股,50.34,1.65,2.54,14.93,11.76,8.61,24.51
sh603607,京华激光,25.2,3.09,2.08,24.37,23.19,20.07,24.5
sz002620,瑞和股份,16.07,1.09,2.22,12.69,6.26,6.54,24.5
sh603006,联明股份,24.38,2.32,0,20.75,14.26,13.32,24.5
sz300270,中威电子,-73.1,2.33,0.25,21.15,5.32,3.5,24.5
sz002748,世龙实业,50.88,2.1,1.96,16.41,9.9,9.7,24.5
sh600159,大龙地产,18.42,1.06,0.68,1.81,3.74,3.21,24.49
sh603918,金桥信息,46.15,4.26,0.44,14.79,9.51,7.5,24.48
sh603663,三祥新材,33.94,4.4,0.83,18.25,13.74,13.15,24.48
sh600071,凤凰光学,-137.02,6.05,0,2.78,-6.78,-6.42,24.44
sz300486,东杰智能,37.9,1.85,0.18,9.37,5.38,1.59,24.43
sz002487,大金重工,36.81,1.34,0.23,15.63,3.82,3.4,24.42
sz000785,武汉中商,55.65,2.04,2.06,6.08,8.16,14.54,24.42
sh600476,湘邮科技,201.49,10.35,0,0.93,-2.5,1.03,24.4
sz300162,雷曼光电,-97.38,2.34,1.43,18.61,1.43,0.34,24.4
sz300335,迪森股份,18.68,1.54,1.79,14.55,12.21,13.67,24.35
sz002687,乔治白,20.65,2.24,2.19,13.83,7.88,8.26,24.34
sh603937,丽岛新材,21.2,1.81,0.43,12.34,11.09,11.38,24.31
sz002159,三特索道,19.72,2.08,0,5.17,1.61,3.21,24.31
sh600232,金鹰股份,85.38,2.12,1.5,6.75,2.31,2.27,24.29
sz000782,美达股份,82.99,1.68,0.87,1.85,-3.89,-0.38,24.29
sh603321,梅轮电梯,51.39,2.36,1.26,24.26,20.98,12.4,24.28
sz002725,跃岭股份,37.18,2.48,0,18.07,5.94,3.94,24.24
sz002623,亚玛顿,47.84,1.11,0,22.71,1.58,1.15,24.19
sz000509,华塑控股,-46.46,316.75,0,-24.46,-98.02,-149.47,24.19
sz300260,新莱应材,54.38,3.34,0.17,9.51,2.26,3.2,24.17
sz002193,如意集团,24.28,0.92,1.08,5.72,2.77,3.43,24.16
sz300374,恒通科技,39.22,1.63,1.02,12.44,8.18,6.53,24.15
sh600865,百大集团,16.92,1.32,0.62,7.58,7.56,5.21,24.15
sh603059,倍加洁,24.07,2.7,0,27.02,26.88,24.1,24.15
sh600538,国发股份,-119.61,3.78,0,-10.63,-3.58,-2.25,24.15
sh603388,元成股份,17.4,2.64,1.28,19.23,15.44,14.66,24.14
sh600237,铜峰电子,-307.86,1.96,0,2.47,-3.67,-4.49,24.1
sz002802,洪汇新材,32.61,3.9,1.58,22.24,13.73,12.37,24.1
sz000668,荣丰控股,143.88,2.6,0.12,6.79,-1.35,-1.21,24.08
sh600367,红星发展,21.72,1.86,0.41,9.58,1.52,7.49,24.08
sz300648,星云股份,116.75,4.52,0.56,29.54,17.93,14.98,24.07
sz000430,张家界,72.88,1.53,0,1.71,10.34,5.92,24.05
sz002553,南方轴承,29.57,3.26,2.9,15.18,11.14,11.55,23.98
sh603985,恒润股份,19.84,2.13,1.52,14.38,15.67,15.92,23.97
sz300509,新美星,54.49,3.93,3.8,16.42,12.48,9.86,23.97
sh603722,XD阿科力,74.31,4.56,1.45,15.93,19.16,13.94,23.97
sz000622,恒立实业,574.17,12.63,0,0.25,-5.81,4.71,23.9
sz000721,西安饮食,356.12,3.66,0,4.5,0.66,0.58,23.9
sz300227,光韵达,36.06,3.09,0.56,11.91,7.74,8.03,23.87
sz000663,永安林业,-1.8,3.01,0,-1.12,-16.04,-26.93,23.87
sz000548,湖南投资,53.75,1.43,1.05,5.38,3.4,4.84,23.86
sz000010,*ST美丽,-3.5,5.65,0,-10.65,-32.68,-51.32,23.86
sh603598,引力传媒,46.68,4.15,0.57,17.67,9.79,8.61,23.84
sz300025,华星创业,147.92,3.17,0,20.77,4.06,-2.07,23.83
sz300399,京天利,66.86,5.41,0,23.49,4.68,1.21,23.83
sz300519,新光药业,27.19,3.03,1.68,33.89,28.92,17.63,23.82
sh600359,新农开发,-11.42,5.1,0,-5.06,-9.59,-17.45,23.81
sh603726,朗迪集团,22.15,2.62,2.79,17.37,14.54,12.79,23.8
sh600463,空港股份,-2688.53,1.7,0.2,9.54,2.5,1.41,23.79
sh600358,国旅联合,-26.72,5.29,0,-3.03,-15.6,-12.68,23.78
sz002566,益盛药业,36.23,1.27,0.7,9.54,2.85,2.64,23.76
sh600356,恒丰纸业,33.43,1.11,1.25,7.98,4.54,4.26,23.75
sz002893,华通热力,34,3.28,0.52,31.18,14.84,11.21,23.72
sz002084,海鸥住工,96.01,1.54,2.14,13.76,5.54,5.76,23.7
sz300526,中潜股份,143.3,4.32,0.36,18.41,11.01,7.52,23.7
sz000972,ST中基,-5.6,5.51,0,-24.09,-46.79,-28.86,23.68
sz002886,沃特股份,76.68,3.6,0.55,22.02,17.51,10.15,23.68
sz002863,今飞凯达,40,2.23,1.43,13.35,9.27,6.98,23.65
sh603767,中马传动,42.8,1.65,3.79,15.14,13.5,8.06,23.65
sz300698,万马科技,492.2,6.23,0.19,10.94,13.65,11.41,23.64
sz002347,泰尔股份,107.35,2.07,0,17.26,-0.38,-1.22,23.64
sh600240,*ST华业,-0.35,17.83,6.02,-0.41,-21.56,-46.68,23.64
sz002615,哈尔斯,23.54,2.82,3.48,17.19,12.13,14.48,23.6
sh603199,九华旅游,23.49,2.07,0.7,11.73,9.4,8.34,23.6
sz300074,华平股份,192.96,1.97,0,18.14,3.4,3.56,23.59
sh603787,新日股份,26.48,2.46,1.04,14.95,10.75,11.34,23.58
sh603089,正裕工业,18.33,2.91,1.36,18.97,17.69,16.24,23.57
sz300334,津膜科技,-301.58,1.42,0,10.26,3.09,-0.27,23.55
sh603266,天龙股份,37.09,2.74,1.51,25.13,17.31,13.1,23.55
sz300453,三鑫医疗,59.59,3.84,1.11,18.8,11.07,7.11,23.54
sh603078,DR江化微,65.15,3.04,1.39,13.93,15.98,11.32,23.52
sh600719,大连热电,104.5,2.94,0.05,2.62,1.11,0.9,23.51
sz002888,惠威科技,90.48,5.23,1.06,17.83,14.23,10.8,23.48
sz300635,达安股份,46.44,3.95,0.23,19.45,16.16,11.99,23.45
sz300608,思特奇,25.2,3.48,1.26,15.28,15.14,13.27,23.44
sh600212,江泉实业,-11.01,4.31,0,-3.46,-11.98,-5.9,23.44
sh603380,易德龙,24.62,3.01,1.37,36.78,37.67,25.89,23.41
sz300452,山河药辅,31.74,4.56,1.19,19.73,15.4,13.24,23.4
sh600543,莫高股份,92.52,2.01,0,4.87,1.96,2.14,23.35
sz300277,海联讯,194.9,4.86,0.22,15.83,-0.18,2.81,23.35
sz000705,浙江震元,32.1,1.62,0,4.38,3.84,4.4,23.32
sz002201,九鼎新材,124.36,2.59,0,8.05,1.47,0.76,23.31
sz002898,赛隆药业,39.89,3.5,0.69,26.68,22.51,17.65,23.31
sz000573,粤宏远A,16.38,1.31,0,1.78,2.49,5.83,23.3
sh600833,第一医药,46.78,3.09,0.57,2.68,6.24,6.36,23.29
sh600156,华升股份,81.75,3.17,0,-0.06,-2.11,-2.45,23.28
sz000613,大东海A,9236.68,29.32,0,76.71,-1.03,0.37,23.27
sz300480,光力科技,54.07,3.32,0.41,13.94,7.74,6.6,23.27
sh600540,新赛股份,321.61,3.66,0,1.41,-11.64,-16.89,23.26
sz300505,川金诺,34.09,2.64,0.56,16.28,11.07,9.82,23.22
sh603268,松发股份,61.91,3.63,0.86,16,9.38,6.97,23.21
sz300617,安靠智电,32.75,2.81,2.16,19,16.12,13.37,23.2
sz300105,龙源技术,-563.17,1.21,0,15.47,-0.34,-2.52,23.2
sz300484,蓝海华腾,76.72,3.27,0.9,34.84,23.5,18.35,23.19
sz000593,大通燃气,-12.97,2.51,0,3.19,-3.57,-7.51,23.17
sh600696,ST岩石,150.65,7.75,0,-1.07,-11.46,-17.06,23.16
sz002652,扬子新材,77.37,3.09,1.11,14.83,8.49,9.93,23.15
sh600149,ST坊展,418.07,11.19,0,-0.54,-5.09,-0.37,23.15
sz300112,万讯自控,37.07,2.38,1.48,11.74,4.55,5.23,23.15
sz300344,太空智造,154.74,4.36,0,8.44,-1.63,1.51,23.14
sh603628,清源股份,99.44,2.43,0.43,14.23,8.98,6.48,23.14
sz300019,硅宝科技,28.67,2.99,1.43,18.59,11.6,9.73,23.13
sz002915,中欣氟材,60.98,4.82,0.73,15.97,14.59,12.04,23.13
sz002896,中大力德,31.02,3.82,0.62,16.12,15.41,15.99,23.12
sz002903,宇环数控,159,3.8,1.95,14.03,15.76,19.77,23.11
