代码,名称,市盈率,市净率,股息率,历史ROE,近三年ROE,近五年ROE,市值
sh600421,*ST仰帆,-279.29,1874.92,0,-65.09,-133.5,-240.17,23.1
sz000632,三木集团,68.3,1.75,0,1.59,1.56,1.95,23.09
sh603685,晨丰科技,20.93,2.32,1.97,23.31,23.56,22.98,23.07
sh600793,宜宾纸业,10.85,6.4,0,0.74,43.21,58,23.05
sz300518,盛讯达,94.6,2.07,0.45,21.79,13.18,6.61,23.05
sh600689,上海三毛,-186.93,4.98,0.13,0.22,7.52,10.51,23.05
sz000007,全新好,-12.83,11.54,0,-11.58,-9.8,-14.82,23.04
sz002096,南岭民爆,118.97,1.16,0.32,13.82,3.92,1.31,23.02
sz300540,深冷股份,-21.07,4.25,0.26,27.02,9.66,-2.49,23
sh603617,君禾股份,32.57,4.19,0.89,18.69,19.41,19.02,22.99
sh603389,亚振家居,-22.83,3.04,0.81,18.63,11.33,4.76,22.99
sz300587,天铁股份,29.4,2.49,0.7,18.18,13.19,11.08,22.98
sz000890,法尔胜,-15.97,3.27,0,4.46,4.13,3.72,22.97
sz002015,霞客环保,644.26,4.34,0,4.15,-1.86,-3.11,22.96
sz002671,龙泉股份,-16.6,1.17,0.25,20.62,2.62,-0.14,22.96
sz300076,GQY视讯,-86.26,2.29,0,9.16,-1.62,-3.46,22.94
sz300727,润禾材料,32.98,4.24,0.55,19.06,18.01,15.85,22.94
sz000809,铁岭新城,60.1,0.72,0,-12675.2,-1.16,-0.44,22.93
sh603996,中新科技,-15.94,1.69,0.66,16.22,8.17,4.44,22.87
sz300707,威唐工业,16.99,3.59,0.76,29.14,24.92,20.86,22.87
sz002333,*ST罗普,-37.27,1.65,0,12.55,2.91,-1.41,22.87
sz002071,长城影视,-5.42,9.17,0,9.73,4.53,-6.67,22.86
sh600746,江苏索普,291.77,4.5,0,3.8,3.74,7.26,22.86
sz002295,精艺股份,47.81,1.95,1.65,9.79,0.82,3.44,22.81
sz300576,容大感光,53.01,5.1,0.53,14.22,12.62,11.38,22.8
sz002492,恒基达鑫,36.57,1.81,0.89,10.95,4.48,4.7,22.8
sz002789,建艺集团,23.78,1.78,0.84,17.93,11.54,8.13,22.78
sh603798,康普顿,29.76,2.46,1.76,22.54,19.12,13.8,22.78
sz002175,*ST东网,-4.93,4.18,0,-1.09,-13.45,-25.61,22.76
sz000880,潍柴重机,67.4,1.65,0.24,-2.24,2.5,2.12,22.75
sh603577,汇金通,69.22,2.54,0.63,10.57,9.15,7.24,22.74
sh600599,熊猫金控,-50.86,3.27,0.29,1.91,0.49,-0.74,22.74
sz000586,汇源通信,-84404.2,9.75,0,-1.97,2.27,0.13,22.73
sh603811,诚意药业,21.97,3.31,2.21,20.42,20.71,18.52,22.68
sz002452,长高集团,-10,2.03,0.7,11.25,1.64,-1.81,22.66
sz002513,蓝丰生化,-2.55,1.36,0,13.72,-9.08,-12,22.65
sz002360,同德化工,17.29,2.32,2.6,15.1,10.82,10.42,22.63
sz002835,同为股份,453.43,3.52,0.29,28.34,12.77,7.67,22.62
sz300264,佳创视讯,-283.36,4.21,0,10.85,-0.87,-2.85,22.6
sz300293,蓝英装备,136.08,2.99,0,19.21,3.45,1.86,22.6
sz300023,宝德股份,-3.59,5.22,0,6.41,-10.3,-21.44,22.6
sh600721,*ST百花,-2.78,2.4,0,-16.67,-35.49,-24.03,22.58
sh603040,新坐标,21.68,3.19,1.87,24.09,21.29,19.76,22.56
sz002858,力盛赛车,57.36,5.37,1.12,16.24,13.52,12.26,22.52
sz002272,川润股份,23.21,1.76,0,10.58,0.14,1.85,22.51
sz002849,威星智能,34.36,3.62,0.71,17.76,16.59,14.13,22.51
sz300179,四方达,34.02,2.6,2.22,15.27,6.28,6.55,22.5
sh603615,茶花股份,33.9,1.65,2.67,13.63,10.33,8.09,22.49
sh600470,六国化工,-3.53,1.62,1.16,3.55,-7.64,-11.83,22.48
sz300562,乐心医疗,96.1,4.2,0.23,30.39,18.29,12.43,22.43
sz002598,山东章鼓,25.85,2.62,0,18.68,8.92,9.06,22.4
sh603069,海汽集团,38.02,1.99,0.71,9.42,7.83,5.86,22.4
sz002552,宝鼎科技,58.07,3.6,0,8.56,-7.41,-13.11,22.35
sh603778,乾景园林,-423.57,2.21,0.43,18.07,11.27,5.74,22.3
sz002494,华斯股份,131.61,1.17,0,8.06,1.32,-0.66,22.29
sh603717,天域生态,22.89,1.65,2.17,22.25,18.03,12.74,22.29
sh603311,金海环境,34.18,2.87,1.7,17.68,12.42,10.62,22.26
sz002843,泰嘉股份,39.39,3.26,0.94,15.74,11.14,9.36,22.25
sz002824,和胜股份,289.46,2.97,0.55,13.55,11.75,10.35,22.24
sh603229,奥翔药业,44.81,3.67,0.5,31.51,26.46,15.48,22.24
sh600371,万向德农,42.66,4.55,2.02,9.46,8.01,12.43,22.24
sz002860,星帅尔,23.13,3.01,1.58,20.78,21.45,18.62,22.13
sh600854,春兰股份,225.98,1.09,0.47,0.8,0.96,1.21,22.13
sz300731,科创新源,51.71,4.3,2.82,34.57,32.63,23.01,22.13
sz300655,晶瑞股份,47.35,4.25,0,11.9,12.49,10.79,22.12
sz002501,*ST利源,-0.49,0.61,0,13.06,-4.47,-15.89,22.11
sz002762,金发拉比,65.85,2.22,2.4,21.24,13.26,7.48,22.09
sz300492,山鼎设计,80,6.96,0.68,20.61,11.04,7.34,22.07
sh600678,四川金顶,76.01,30.09,0,-23.03,-6.44,13.42,22.06
sh600992,贵绳股份,82.21,1.58,0.33,6.57,1.59,1.68,22.03
sz002205,国统股份,-1740.39,2.4,0.22,8.52,0.99,1.18,22.02
sh600281,太化股份,-19.72,5.14,0,-4.1,-8.36,-5.13,22.02
sz000585,*ST东电,154.13,289.41,0,-11.91,-7.11,-13.13,22.01
sz300286,安科瑞,23.02,2.94,0.98,23.64,14.25,14.31,22
sz002771,真视通,62.07,3.26,1.1,21.52,12.69,9.96,21.97
sh603903,中持股份,23.46,2.65,0.47,12.61,12.49,11.16,21.89
sz300539,横河模具,212.53,4.5,0.31,15.81,10.39,8.53,21.89
sh603500,祥和实业,23.53,2.53,1.61,23.42,23.44,16.46,21.89
sz002571,德力股份,-20.13,1.53,0,10.35,-2.57,-3.15,21.87
sz000978,桂林旅游,27.09,1.4,1.15,6.29,2.83,3.05,21.86
sz300040,九洲电气,46.44,1.13,0.78,10.02,2.51,5.16,21.85
sh603922,金鸿顺,92.02,1.93,1.46,19.52,17.47,14.21,21.85
sz002469,三维工程,59.69,1.81,1.15,13.76,7.02,3.07,21.84
sz300543,朗科智能,37.24,3.19,1.65,22.8,16.63,13.15,21.8
sz300407,凯发电气,80.83,2.01,0.64,16.66,10.27,7.66,21.8
sz002809,红墙股份,30.64,2.07,1.1,17.5,14.83,8.96,21.79
sz300462,华铭智能,54.15,3.39,0.63,18.83,11.7,8.6,21.79
sh600898,国美通讯,-5.13,55.28,0,-19.99,-24.05,-45.45,21.74
sz000755,山西路桥,25.21,2.06,0,-0.29,-17.46,-18.77,21.73
sz002758,华通医药,62.75,3.37,0.77,16.07,10.03,6.95,21.72
sz300681,英搏尔,169.09,3.42,2.09,56.5,56.65,21.11,21.7
sz002743,富煌钢构,25.67,1.05,0.65,10.54,4.79,4.01,21.68
sz300192,科斯伍德,65.41,2.88,0,12.12,4.28,3.35,21.68
sh603196,日播时尚,82.08,2.28,1.16,19.97,13.99,10.63,21.65
sh600095,哈高科,170.21,2.58,0.3,2.05,2.14,2.35,21.64
sz000526,紫光学大,173.36,26.56,0,-2.49,-10.66,-15.18,21.62
sz002220,天宝食品,-6.88,0.89,0.89,12.71,4.48,1.99,21.61
sh603331,百达精工,28.71,2.91,1.2,13.93,13.7,13.09,21.61
sh603178,圣龙股份,-230.23,2.64,1.41,19.98,17.97,13.22,21.58
sh603819,神力股份,42.41,2.84,0.67,10.79,7.62,6.55,21.56
sh600706,曲江文旅,28.08,2.04,0,-4.05,6.09,6.91,21.56
sz300329,海伦钢琴,40.42,2.33,0.34,12.65,5.2,5.19,21.53
sh600513,联环药业,28.89,2.27,1,8.39,8.5,8.09,21.49
sz002529,海源复材,-10.26,1.54,0,18.07,-2.73,-4.75,21.48
sh600250,南纺股份,11.7,3.48,0,4.18,10.95,20.95,21.47
sh601798,ST蓝科,30.19,1.2,0,7.84,-0.68,-2.87,21.45
sz300095,华伍股份,-21.35,1.85,0.53,9.06,2.4,0.07,21.44
sz002729,好利来,100.64,4.88,0.31,14.95,7.79,5.27,21.42
sz002289,*ST宇顺,-13.08,7.25,0,-4.11,-35.75,-19.3,21.41
sh600652,*ST游久,-2.35,1.24,0,0.33,-19.35,-29.21,21.4
sz300621,维业股份,34.53,2.39,0.97,17.38,12.53,11.09,21.39
sz000695,滨海能源,60.55,5.86,0,0.68,3.3,4.79,21.39
sh600520,文一科技,-492.67,5.04,0,2.85,-4.76,1.97,21.39
sz300169,天晟新材,133.11,1.79,0,11.87,0.51,-0.33,21.35
sz300084,海默科技,32.22,1.16,0.27,7.69,2.34,1.61,21.32
sh600778,友好集团,55.48,2.69,0,2.74,-13.58,-24.77,21.31
sh600235,民丰特纸,413.46,1.65,0.17,3.44,-1.62,1.1,21.29
sh603238,诺邦股份,34.44,2.54,0.56,18.04,16.57,10.33,21.28
sz300501,海顺新材,31.37,3.19,2.45,18.76,16.96,11.52,21.27
sz300022,吉峰科技,-76.17,11.1,0,-0.54,-27.74,-3.28,21.26
sh603738,泰晶科技,94.11,3.36,1.72,22.03,15.57,11.51,21.21
sz002150,通润装备,16.09,1.74,1.94,13.31,10.54,10.56,21.2
sz002816,和科达,398.74,4.05,0.12,16.14,8.44,4.31,21.2
sz300654,世纪天鸿,67.43,4.72,0.66,12.96,12.12,10.41,21.19
sz300733,西菱动力,38.47,1.84,1.13,14.52,14.74,14.57,21.17
sh600243,青海华鼎,-9.86,1.41,0.31,1.62,-2.93,-5.03,21.15
sh600112,天成控股,30.99,1.74,0,1.77,-3.89,-1.91,21.13
sh600857,宁波中百,56.41,3.23,0,1.52,-14.51,-29.05,21.13
sh600560,金自天正,94.92,2.76,0.3,8.13,2.68,2.77,21.09
sz300712,永福股份,27.94,2.22,0.66,19.76,18.48,14.04,21.07
sz300598,诚迈科技,125.85,4.62,0.19,19.87,14.14,10.92,21.06
sh603037,凯众股份,16.97,2.4,3.53,20.74,18.3,18.06,21.03
sz000633,合金投资,213.67,12.9,0,-19.34,-6.55,1.58,20.99
sz300610,晨化股份,23.59,2.71,0.72,15.48,14,13.45,20.96
sz000619,海螺型材,186.98,0.86,0,11.23,2.5,1.29,20.95
sh603177,德创环保,207.52,4.04,0.97,26.99,14.11,8.59,20.93
sz300668,杰恩设计,23.89,4.87,7.56,36.21,21.73,20.46,20.92
sz300522,世名科技,31.7,3.2,1.16,21.29,18.17,12.35,20.87
sh603223,恒通股份,68.23,1.99,1.26,21.93,9.51,7.92,20.83
sz002660,茂硕电源,-8.24,3.74,0,6.72,-8.04,-11.37,20.77
sh600647,同达创业,-72.04,6.9,0.34,10.99,6.91,3.23,20.75
sz002684,*ST猛狮,-0.7,-8.02,0,-13.73,-41.56,-70.08,20.71
sz002826,易明医药,80.55,3.31,0.55,20,16.85,11.08,20.68
sz300556,丝路视觉,35.88,4.35,0.28,19.52,11,9.31,20.64
sz002779,中坚科技,252.58,3.23,0.23,15.64,8.99,3.84,20.63
sz002785,万里石,243.65,3.14,0,5.11,2.43,1.4,20.62
sz000153,丰原药业,31.2,1.58,0,3.94,4.25,4.8,20.6
sh603050,科林电气,27.63,1.98,1.18,13.8,10.45,9.42,20.56
sz002848,高斯贝尔,-26.5,3.55,0,8.64,3.4,0.35,20.54
sz300645,正元智慧,40.25,3.54,1.23,15.33,12.83,10.73,20.53
sz002735,王子新材,37.49,3.46,0.38,12.72,8.36,8.17,20.5
sh603023,威帝股份,34.33,3.09,1.76,27.83,21.56,14.08,20.45
sh600980,北矿科技,50.96,3.47,0.76,4.34,6.43,7.1,20.43
sz300729,乐歌股份,37.78,2.72,0.86,22.37,16.23,14.75,20.42
sz002872,*ST天圣,37.15,0.64,3.68,11.46,10.74,8.91,20.42
sh600766,园城黄金,-531.39,40.13,0,-3.72,17.01,2.35,20.36
sh600051,宁波联合,7.64,0.84,1.98,8.63,10.65,13.4,20.36
sz300475,聚隆科技,38.7,1.64,0,19.98,12.58,6.35,20.36
sz300283,温州宏丰,177.11,3.46,0.1,15.31,2.73,2.89,20.35
sh600573,惠泉啤酒,90.85,1.81,0.37,4.92,1.83,1.33,20.32
sz300689,澄天伟业,39.67,3.51,0.84,13.54,13.75,13.74,20.31
sh600272,开开实业,59.56,3.89,0.6,-1.21,6.56,6.24,20.31
sz300692,中环环保,32.5,2.66,0.39,15.71,13.36,9.55,20.3
sz000014,沙河股份,14.88,2.31,0.1,36.03,8.04,7.65,20.25
sh600355,精伦电子,149.07,5.63,0,6.19,-5.36,-3.25,20.22
sz300402,宝色股份,63.56,3.25,0.11,7.51,-0.38,-3.76,20.2
sz300268,佳沃股份,81.51,8.43,0,2.23,-4.5,4.95,20.17
sz300246,宝莱特,32.76,3.7,0.36,17.46,10.53,12.81,20.15
sh600202,哈空调,44.82,3.22,0,7.18,-5.88,-11.24,20.13
sz000803,金宇车城,-474.85,28.93,0,-3.18,-11.83,-12.3,20.08
sh603183,建研院,32.77,2.84,1.4,17.91,16.48,14.51,20.04
sz300534,陇神戎发,159.62,2.75,0.18,16.46,9.52,4.58,20.02
sz300591,万里马,52.07,4.08,0,12.62,11.58,10.23,19.97
sh600847,万里股份,-12.45,2.93,0,-7.37,-5.86,-8.94,19.96
sh603963,大理药业,211.51,4.23,0.65,24.12,18.75,15.68,19.95
sz300555,路通视信,311.07,3.15,0.5,23.84,17.06,8.17,19.94
sz002066,瑞泰科技,108.28,4.6,0,5.7,-0.73,4.78,19.94
sh600791,京能置业,37.89,1.2,0.34,9.05,4.07,3.1,19.93
sz000798,中水渔业,118.96,2.77,0,2.41,-3.79,8.32,19.93
sz002883,中设股份,34.07,4.47,0.87,25.78,24.98,20.76,19.92
sz300703,创源文化,22.02,3.07,2.11,33.02,28.83,27.85,19.91
sh600747,*ST大控,-1.26,4.75,0,-6.55,-26.54,-44.59,19.91
sz002922,伊戈尔,47.09,2.22,1.33,15.57,16.71,12.5,19.86
sh600379,宝光股份,52.31,3.79,0.3,5.21,6.92,7.66,19.86
sz300605,恒锋信息,36.68,3.99,0.33,21.51,16.6,13.21,19.84
sh603926,铁流股份,23.74,1.74,7.17,24.08,20.54,14.86,19.79
sh603701,德宏股份,18.45,2.78,1.48,20.21,17.78,15.47,19.79
sh600889,南京化纤,73.99,1.3,0,5.84,4.77,-5.4,19.78
sh600289,*ST信通,-1.41,-2.43,0,-0.03,-21.72,-39.71,19.75
sz300445,康斯特,25.87,3.63,0.66,20.53,14.79,12.69,19.75
sz002719,麦趣尔,-12.35,1.99,0.43,14.89,0.77,-3.37,19.71
sh600302,标准股份,92.32,1.61,0,5.32,0.5,2.26,19.69
sh603161,科华控股,19.11,1.55,1.63,20.72,19.23,15.32,19.68
sz000571,*ST大洲,-2.11,1.52,0,0.26,-8.25,-15.87,19.62
sh600128,弘业股份,-34.93,1.27,0.63,3.94,1.48,-0.9,19.62
sz002919,名臣健康,66.42,3.51,0.83,16.09,16.09,13.2,19.62
sz300210,森远股份,-15.18,1.67,0.3,12.78,5.22,0.93,19.61
sh603721,中广天择,187.28,3.7,1.53,10.73,12.4,11.12,19.58
sz300658,延江股份,38.07,2.5,2.3,30.5,28.5,22.07,19.55
sh603110,东方材料,53.66,3.08,1.4,19.45,18.62,13.75,19.55
sh600769,祥龙电业,396.08,36.47,0,-15.85,9.01,8.45,19.54
sz002873,新天药业,27.4,2.93,1.2,16.05,17.38,15.88,19.51
sz002830,名雕股份,41.77,3.14,0.82,30.45,13.76,10.68,19.47
sz300588,熙菱信息,173.94,5.11,1.01,14.46,14.54,14.81,19.43
sz300243,瑞丰高材,20.66,3.11,0.53,22.02,8.97,8.52,19.43
sz300141,和顺电气,-528.13,2.73,0.2,14.48,3.5,2.11,19.42
sz300693,盛弘股份,50.73,3.17,2.11,29.81,24.34,16.76,19.42
sh603958,哈森股份,-24.61,1.87,2.96,20.92,9.13,1.54,19.33
sh600493,凤竹纺织,61.09,2.66,0.42,7.75,4.01,5.47,19.31
sz300069,金利华电,-10.38,5.58,0,7,-5.45,-10.89,19.27
sz002667,鞍重股份,127.32,2.46,0.29,13.72,1.76,0.55,19.21
sz300515,三德科技,50.6,3.98,0.79,19.86,13.62,7.74,19.2
sh603527,众源新材,22.46,2.17,2.27,15.59,17.24,16.34,19.18
sh603880,南卫股份,52.63,3.38,1.28,20.78,18.11,13.8,19.13
sz002693,双成药业,-25.52,3.73,0,11.33,-10.32,-21.45,19.12
sz300713,英可瑞,-932.36,2.66,0.5,29.13,31.73,25.52,19.11
sh603477,振静股份,32.31,2.27,1.26,12.51,12.51,11.76,19.1
sz300652,雷迪克,23.39,2.57,0.46,22.47,23.61,18.33,19.1
sh600455,博通股份,179.94,13.71,0,0.53,1.05,-0.61,19.05
sz002144,宏达高科,20.59,1.11,1.39,6.99,6.19,5.68,19.02
sh600714,金瑞矿业,109.96,3.05,0,0.95,2.15,5.35,19.02
sz000023,深天地A,41.22,4.26,0.37,2.96,5.69,5.48,19
sz000702,正虹科技,203.32,3.64,0,0.07,4.45,5.05,18.98
sz002576,通达动力,88.69,2.15,0.09,12.13,0.49,1.09,18.89
sz300062,中能电气,109.36,2.35,0,9.16,2.04,1.17,18.85
sh603038,华立股份,21.89,1.84,1.4,20.04,15.32,13.16,18.78
sz002862,实丰文化,71.75,3.31,0.26,20.65,12.99,9.96,18.78
sh600671,天目药业,-60.51,33.32,0,-5.19,-5.51,0.28,18.78
sz000737,ST南风,5.93,4.87,0,-7.95,-12.63,4.4,18.77
sz000985,大庆华科,152.47,3.5,1.28,3.63,2.89,5.01,18.73
sz300717,华信新材,38.87,3.38,1.09,16.07,15.41,13.47,18.72
sz300499,高澜股份,27.89,2.71,0,16.16,12.51,8.76,18.7
sh600186,*ST莲花,-5.44,-5.49,0,-3.91,-12.18,-21.16,18.69
sz002134,天津普林,-34.67,4.93,0,2.04,-7.85,-10.71,18.68
sz300211,亿通科技,427.95,3.79,0.81,10.57,1.4,0.83,18.64
sz300030,阳普医疗,-13.69,2.28,0.42,14.61,0.31,-3.69,18.59
sz300478,杭州高新,72.8,3.31,1.02,16.31,10.18,6.29,18.57
sz300643,万通智控,56.46,4.38,1.19,16.95,18.59,12.59,18.56
sz300412,迦南科技,54.05,2.35,1.54,18.42,11.74,7.34,18.55
sh603633,徕木股份,42.58,2.5,1.05,12.22,9.08,7.8,18.54
sz300710,万隆光电,95.45,3.17,0.74,11.95,12.48,10.69,18.51
sz000979,中弘退,-0.41,0.33,4.55,1.17,-2.74,-13.75,18.46
sh600228,ST昌九,381.73,31.49,0,-18.47,-8.5,-2.4,18.46
sz300163,先锋新材,-9.86,3.78,0,8.23,-3.87,-9.56,18.44
sz300167,迪威迅,-11.21,3.4,0,8.09,-4.47,-7.49,18.43
sh603042,华脉科技,-14.42,2.37,1.18,10.51,8.29,5.76,18.39
sz300371,汇中股份,21.95,2.91,0.98,27.75,13.42,11.69,18.36
sh603917,合力科技,18.27,1.98,1.28,19.87,19.75,16.68,18.33
sz300644,南京聚隆,78.86,2.65,1.05,17.46,17.46,13.38,18.32
sz300126,锐奇股份,-51.41,1.89,0.17,11.58,0.69,-1.14,18.21
sh603076,乐惠国际,43.56,2.25,1.23,25.98,23.8,14.4,18.21
sh603860,中公高科,37.84,3.03,0.52,28.41,16.85,13.13,18.2
sz300092,科新机电,85.1,3.21,0.15,10.38,0.52,2.94,18.19
sz300720,海川智能,39.09,3.93,0.79,18.36,15.94,14.61,18.15
sh600767,ST运盛,72.79,6.36,0,-1.2,-2.15,1.03,18.07
sz300669,沪宁股份,46.06,3.82,0.85,22.15,19.08,14,18.07
sh600821,津劝业,-6.37,9.29,0,-4.08,-17.25,-29.62,18.07
sz000004,国农科技,-105.93,15.7,0,-1.99,7.02,9.56,17.99
sh600796,钱江生化,-40.46,3.14,0.5,5.5,2.74,1.6,17.99
sh603319,湘油泵,17.52,2.44,2.63,14.69,14.04,14.82,17.98
sz000638,万方发展,-12.53,14.2,0,26.93,-17.57,-22,17.98
sz300313,天山生物,-0.92,8.96,0,-25.62,-75.01,-121.98,17.9
sz300629,新劲刚,326.33,5.09,0.56,12.79,9.8,7.94,17.89
sh603488,展鹏科技,23.91,2.11,2.34,25.04,18.43,13.27,17.86
sh603578,三星新材,30.46,3.2,1,17.98,16.16,15.07,17.85
sh600506,香梨股份,434.18,6.37,0,2.04,-0.36,0.45,17.84
sh600091,ST明科,205.3,1.98,0,-5.95,-6,0.93,17.8
sz002136,安纳达,70.7,2.53,1.21,7.38,3.77,14.53,17.72
sz300716,国立科技,40.92,2.12,1.36,15.71,14.03,11.34,17.71
sz002909,集泰股份,76.3,3.97,2.37,19.94,17.51,12.34,17.69
sh603879,永悦科技,52.49,3.43,1.22,18.31,16.4,12.62,17.68
sh600561,江西长运,74.75,1.24,0.4,11.84,2.41,-1.16,17.66
sz300417,南华仪器,48.32,4.54,1.16,14.99,10.39,8.33,17.65
sh600119,*ST长投,-2.65,11.8,0,-3.85,-27.09,-50.48,17.58
sz300622,博士眼镜,29.42,3.38,0.99,15.28,14.5,14.08,17.52
sz300551,古鳌科技,105.16,3.34,0.38,15.17,13.25,5.65,17.5
sz000692,惠天热电,118.16,1.29,0,3.03,2.45,1.12,17.48
sh603655,朗博科技,77.97,3.59,0.61,14.77,13.07,9.76,17.45
sz300362,天翔环境,-0.92,-79.09,0.5,-10.24,-32.21,-58.06,17.44
sz300700,岱勒新材,-185.48,3.03,1.42,20.29,19.58,19.18,17.41
sz300549,优德精密,42.24,3.33,1.91,28.4,20.12,15.63,17.41
sz300254,仟源医药,87.16,2.11,0.6,10.18,3.47,2.45,17.25
sh600275,ST昌鱼,145.06,11.62,0,-5.7,-6.9,-6.48,17.25
sz002058,威尔泰,386.46,9.21,0.08,7.45,0.77,2.25,17.24
sh600883,博闻科技,166.66,2.62,0.55,5.99,2.32,2.68,17.23
sh600099,林海股份,623.9,3.61,0,1.52,0.5,0.46,17.18
sh600301,ST南化,29.2,5.64,0,-18.31,1.87,3.12,17.17
sz300619,金银河,36.81,3.71,0.35,24.9,16.28,15.56,17.13
sh603813,原尚股份,29.04,2.74,0.94,15.2,14.82,12.04,17.12
sz002105,信隆健康,187.96,3.41,1.29,6.05,1.51,5.92,17.1
sh603580,艾艾精工,46.74,4.28,0.82,20.74,14.06,11.42,17.09
sh603683,晶华新材,90.19,2.16,0.37,18.22,12.31,7.46,17.08
sh603829,洛凯股份,27.59,2.57,0.95,17.53,16.44,13.82,17.06
sh603536,惠发股份,92.82,2.69,2.46,17.41,12.04,9.79,17.05
sh603139,康惠制药,30.57,1.78,1.17,14.28,11.86,9.16,17.03
sh600444,国机通用,27.89,2.98,0,3.09,13.93,17.56,16.97
sh600209,ST罗顿,177.97,2.73,0,-0.18,-2.14,-4.12,16.95
sh603316,诚邦股份,44.83,2.02,0.8,13.01,10.96,11.14,16.93
sh603356,华菱精工,27.15,2.41,1.18,20.62,20.84,17.34,16.88
sh603022,新通联,56.2,2.71,0.45,18.68,8.63,4.87,16.88
sh603729,龙韵股份,-2803.14,1.97,0.55,25.27,6.36,3.83,16.87
sz002817,黄山胶囊,49.51,2.41,0.56,17.88,12.93,8.69,16.87
sz300611,美力科技,81.46,2.52,1.06,13.45,11.72,8.19,16.86
sz000609,中迪投资,-21.83,1.13,0,8.83,5.28,4.92,16.85
sz002112,三变科技,114.08,4.37,0,5.41,-3.96,-8.46,16.83
sh600247,ST成城,-55.38,2498.94,0,-21.63,-88.52,-108.85,16.79
sz002899,英派斯,28.38,1.66,0.52,23.39,19.99,14.04,16.75
sz002921,联诚精密,36.47,2.45,1.2,11.38,11.38,9.82,16.73
sz000760,*ST斯太,-1.29,3.2,0,-7.28,-26.07,-39.47,16.67
sz002778,高科石化,99.76,2.62,0.37,15.16,6.6,4.59,16.65
sz300218,安利股份,46.9,1.66,0,11.6,3.69,2.19,16.58
sz002207,ST准油,-5.02,187.12,0,-8.54,-47.8,-68.22,16.57
sz300631,久吾高科,28.85,2.62,0.83,20.8,13.12,9.76,16.53
sh600319,亚星化学,366.55,33.41,0,-168.15,-591.78,39.7,16.47
sz300093,金刚玻璃,108.41,1.82,0.13,6.28,1.4,1.41,16.44
sz300235,方直科技,103.92,2.7,0,29.66,4.39,2.98,16.4
sz300517,海波重科,48.24,2.44,0.2,12.12,10.36,7.26,16.4
sz300553,集智股份,96.17,4.93,0.74,22.14,14.78,8.86,16.23
sz300721,怡达股份,54.77,1.84,1,8.26,11.27,9.9,16.1
sh600234,*ST山水,-95.04,28.99,0,-4.52,-16.17,-10.36,16.07
sh603041,美思德,34.78,2.14,1.01,20.48,15.37,10.73,16.05
sh603330,上海天洋,47.32,2.55,1.25,12.87,12.19,9.04,16.04
sh603908,牧高笛,47,3.44,2.08,32.36,21.8,16.2,16.01
sz300106,西部牧业,28.12,2.5,0,3.4,-8.28,-16.19,15.93
sz002760,凤形股份,33.24,2.99,0,6.41,1.52,-2.75,15.9
sz000752,*ST西发,-3.62,4.49,0.17,2.1,-12.61,-22.82,15.83
sz300606,金太阳,31.31,3.03,0,22.33,15.48,13.92,15.83
sz300275,梅安森,-27.29,3.26,0,19.58,-4.97,-6.26,15.8
sz300650,太龙照明,28.11,3.06,1.7,26.49,18.95,15.14,15.79
sz300554,三超新材,-112.72,3.14,1.19,18.93,18.58,16.19,15.72
sh600615,ST丰华,358.38,2.62,0,2.97,5.33,7.73,15.66
sh603088,宁波精达,35.49,2.94,1.07,26.8,7.13,6.4,15.66
sz002715,登云股份,392.6,3.22,0,8.34,0.1,2.22,15.56
sh600605,汇通能源,791.68,2.24,0.57,4.03,3.15,4,15.43
sz000929,兰州黄河,-42.17,2.23,0,1.36,2.13,-3.61,15.42
sh603090,宏盛股份,47.83,3.19,0.65,17.01,11.49,8.36,15.42
sz000502,绿景控股,17.64,7.46,0,2.08,0.6,4.58,15.41
sz300489,中飞股份,-125.75,3.37,0.08,13.47,6.98,3.35,15.4
sz000835,长城动漫,-3.52,64.08,0,-0.9,-28.25,-54.65,15.39
sz000707,ST双环,6.46,7.86,0,-6.94,-33.74,-56.63,15.36
sz000679,大连友谊,-3.16,1.75,0,5.89,-7.03,-8.42,15.29
sz002021,*ST中捷,-6.65,2.2,0,5.92,-14.32,-12.24,15.27
sz002569,*ST步森,-8.25,5.08,0,1.44,-14.07,-18.07,15.26
sz300736,百邦科技,127.06,3.81,3.66,21.62,20.11,17.89,15.18
sz300636,同和药业,66.21,2.29,0.59,22.31,21.88,12.34,15.18
sz300521,爱司凯,71.27,2.96,0.48,27.04,13.77,8.7,15.13
sz300626,华瑞股份,38.54,2.86,1.2,12.36,11.96,12.65,14.99
sz002800,天顺股份,86.33,3.35,0.6,12.4,9.55,6.99,14.88
sz300557,理工光科,72.92,3.15,0.94,14.15,11.34,8.54,14.87
sz300460,惠伦晶体,-39.86,2.3,0.34,11.45,5.49,1.49,14.82
sz300354,东华测试,76.11,4.15,0.09,13.58,2.31,2.28,14.76
sz300585,奥联电子,42.52,3.19,2.17,17.33,18.89,15.59,14.74
sh600768,宁波富邦,-46.89,14.78,0,1.45,1.55,26.01,14.7
sz002680,*ST长生,2.65,0.39,0,23.87,18.8,13.79,14.7
sh600608,ST沪科,-2115.33,25.73,0,11.86,68.32,113.87,14.67
sh600137,浪莎股份,48.44,2.89,0.4,-14.71,1.95,4.64,14.59
sh603991,至正股份,41.44,2.93,0.51,20.76,18.8,11.34,14.52
